4524,4524-0,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-1,1.0,7.0,0.819,-0.112,-0.112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,22.0,22.0,1.
4524,4524-2,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-3,7.0,7.0,-0.082,-0.082,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,1.
4524,4524-4,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-5,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-6,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-7,1.0,7.0,0.149,-0.112,0.018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,27.0,1.
4524,4524-8,1.0,7.0,0.149,-0.112,-0.112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0,1.
4524,4524-9,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-10,1.0,7.0,0.149,-0.112,0.018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,27.0,1.
4524,4524-11,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-12,1.0,7.0,0.148,-0.112,-0.112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0,1.
4524,4524-13,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-14,7.0,7.0,-0.082,-0.082,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,1.
4524,4524-15,7.0,7.0,-0.082,-0.082,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,1.
4524,4524-16,7.0,7.0,-0.082,-0.082,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,1.
4524,4524-17,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-18,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-19,1.0,7.0,0.149,-0.112,0.018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,27.0,1.
4524,4524-20,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-21,1.0,7.0,0.149,-0.112,-0.112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0,1.
4524,4524-22,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-23,7.0,7.0,-0.112,-0.112,0.018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,22.0,27.0,1.
4524,4524-24,7.0,7.0,-0.112,0.018,-0.082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,27.0,27.0,1.
4524,4524-25,1.0,7.0,0.148,-0.112,-0.112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,22.0,22.0,1.
4524,4524-26,1.0,7.0,0.819,-0.112,0.018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,22.0,27.0,1.
4524,4524-27,1.0,7.0,0.819,-0.112,-0.112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,22.0,22.0,1.
